text,font_size,size_vs_body,is_bold,y_pos,line_length,word_count,is_all_caps,starts_with_number,ends_with_colon,page_num,doc_name,label
classification part in the same CNN model to classify faces,10,0,0,64,59,10,0,0,0,3,8N-ICEEMGenderrecognitionv4.pdf,
and recognize personal identity.  The convolution and the,10,0,0,76,57,8,0,0,0,3,8N-ICEEMGenderrecognitionv4.pdf,
pooling layers perform the feature extraction of the image,10,0,0,87,58,9,0,0,0,3,8N-ICEEMGenderrecognitionv4.pdf,
Figure 4: Sheffield Dataset are grayscale images mixed of,9,-1,0,94,57,9,0,0,0,3,8N-ICEEMGenderrecognitionv4.pdf,
which extracts information from the input for decision,10,0,0,99,54,8,0,0,0,3,8N-ICEEMGenderrecognitionv4.pdf,
frontal and side view faces [31].,9,-1,0,104,33,6,0,0,0,3,8N-ICEEMGenderrecognitionv4.pdf,
"making. Finally, three fully connected layers perform the",10,0,0,110,57,8,0,0,0,3,8N-ICEEMGenderrecognitionv4.pdf,
E. Kaggle Celeb Face dataset,10,0,0,121,28,5,0,0,0,3,8N-ICEEMGenderrecognitionv4.pdf,
classification part. Our basic network architecture for facial,9,-1,0,122,62,8,0,0,0,3,8N-ICEEMGenderrecognitionv4.pdf,
gender classification has been illustrated in Figure 6.,10,0,0,133,55,8,0,0,0,3,8N-ICEEMGenderrecognitionv4.pdf,
"The Celeb Face dataset from Kaggle [28, 29] is a large",10,0,0,135,54,11,0,0,0,3,8N-ICEEMGenderrecognitionv4.pdf,
"In Convolutional Neural Network (CNN), the feature",10,0,0,145,50,7,0,0,0,3,8N-ICEEMGenderrecognitionv4.pdf,
dataset for faces gender classification. The dataset consists,10,0,0,146,61,8,0,0,0,3,8N-ICEEMGenderrecognitionv4.pdf,
extraction is performed by the convolution and the pooling,10,0,0,156,58,9,0,0,0,3,8N-ICEEMGenderrecognitionv4.pdf,
of almost 200K images of various celebrities of mixed,10,0,0,158,53,9,0,0,0,3,8N-ICEEMGenderrecognitionv4.pdf,
layer. The proposed CNN model architecture comprises an,10,0,0,168,55,8,0,0,0,3,8N-ICEEMGenderrecognitionv4.pdf,
race/gender/appearance. The images are all taken in,10,0,0,169,51,7,0,0,0,3,8N-ICEEMGenderrecognitionv4.pdf,
"image input layer, followed by three blocks of",10,0,0,179,46,8,0,0,0,3,8N-ICEEMGenderrecognitionv4.pdf,
different conditions and are of different poses. It contains,10,0,0,181,60,9,0,0,0,3,8N-ICEEMGenderrecognitionv4.pdf,
"convolutional, normalization, activation, and max-pooling",10,0,0,191,57,5,0,0,0,3,8N-ICEEMGenderrecognitionv4.pdf,
an unbalanced number of male/female images. In this,10,0,0,192,51,8,0,0,0,3,8N-ICEEMGenderrecognitionv4.pdf,
layers. The first block of layers consists of a convolution,10,0,0,202,59,10,0,0,0,3,8N-ICEEMGenderrecognitionv4.pdf,
"paper, the used number of images is 168550, half of them",10,0,0,204,56,11,0,0,0,3,8N-ICEEMGenderrecognitionv4.pdf,
layer containing 16 filters with 3 × 3 kernels followed by,10,0,0,214,58,11,0,0,0,3,8N-ICEEMGenderrecognitionv4.pdf,
are female images and the same number for male images to,10,0,0,215,56,11,0,0,0,3,8N-ICEEMGenderrecognitionv4.pdf,
batch normalization and RELU is used as the activation,10,0,0,225,54,9,0,0,0,3,8N-ICEEMGenderrecognitionv4.pdf,
balance the training. The original image resolution is,10,0,0,227,54,8,0,0,0,3,8N-ICEEMGenderrecognitionv4.pdf,
function then max-pooling layer uses a 2x2 pool size to,10,0,0,237,55,10,0,0,0,3,8N-ICEEMGenderrecognitionv4.pdf,
"178×218 but in this paper, the resolution is resized to",10,0,0,238,55,10,0,0,0,3,8N-ICEEMGenderrecognitionv4.pdf,
reduce spatial dimension. The second block is repeating the,10,0,0,248,59,9,0,0,0,3,8N-ICEEMGenderrecognitionv4.pdf,
100×150. Figure 5 shows samples of images and the,10,0,0,250,49,9,0,0,0,3,8N-ICEEMGenderrecognitionv4.pdf,
first block of layers using 32 filters. The third group,10,0,0,260,55,10,0,0,0,3,8N-ICEEMGenderrecognitionv4.pdf,
challenges in the detection of faces and gender.,10,0,0,261,48,8,0,0,0,3,8N-ICEEMGenderrecognitionv4.pdf,
contains a convolution layer containing 64 filters with a 3,10,0,0,271,59,10,0,0,0,3,8N-ICEEMGenderrecognitionv4.pdf,
× 3 kernel size followed by batch normalization and RELU,10,0,0,283,56,10,0,0,0,3,8N-ICEEMGenderrecognitionv4.pdf,
without a max-pooling layer. This third block of layers is,10,0,0,294,58,10,0,0,0,3,8N-ICEEMGenderrecognitionv4.pdf,
followed by classification layers. The classification layers,10,0,0,306,60,7,0,0,0,3,8N-ICEEMGenderrecognitionv4.pdf,
"are three fully connected layers (fc_1, fc_2, and fc_3). Fc_1",10,0,0,317,61,10,0,0,0,3,8N-ICEEMGenderrecognitionv4.pdf,
and fc_2 are ten neurons and fc_3 two neurons. At the end,10,0,0,329,57,12,0,0,0,3,8N-ICEEMGenderrecognitionv4.pdf,
of the CNN a SoftMax layer and classification layer. To use,10,0,0,340,59,11,0,0,0,3,8N-ICEEMGenderrecognitionv4.pdf,
"the proposed model for face recognition, we increased the",10,0,0,352,57,9,0,0,0,3,8N-ICEEMGenderrecognitionv4.pdf,
Figure 5: Samples of CELEB-aligned images [29].,9,-1,0,353,47,7,0,0,0,3,8N-ICEEMGenderrecognitionv4.pdf,
"size of classification layers (fc_1, and fc_2) to 500 neurons.",10,0,0,363,62,10,0,0,0,3,8N-ICEEMGenderrecognitionv4.pdf,
IV.  S M,10,0,0,371,8,3,1,0,0,3,8N-ICEEMGenderrecognitionv4.pdf,
OLUTIONS ETHODOLOGY,8,-2,0,373,19,2,1,0,0,3,8N-ICEEMGenderrecognitionv4.pdf,
fc_3 size is dependent on how many subjects are required,10,0,0,375,56,10,0,0,0,3,8N-ICEEMGenderrecognitionv4.pdf,
to recognize them. It is 152 neurons to handle the problem,10,0,0,386,58,11,0,0,0,3,8N-ICEEMGenderrecognitionv4.pdf,
"In our proposed system, we have utilized a CNN",10,0,0,387,46,9,0,0,0,3,8N-ICEEMGenderrecognitionv4.pdf,
architecture. CNN which is a deep learning algorithm is of recognizing the faces of 152 people in the faces_94,10,0,0,398,110,19,0,0,0,3,8N-ICEEMGenderrecognitionv4.pdf,
dataset. The basic network architecture for face recognition,10,0,0,409,60,8,0,0,0,3,8N-ICEEMGenderrecognitionv4.pdf,
capable of distinguishing images from their characteristics.,10,0,0,410,60,7,0,0,0,3,8N-ICEEMGenderrecognitionv4.pdf,
"In this research, we proposed a CNN architecture model for has been illustrated in Figure 7.",10,0,0,421,92,16,0,0,0,3,8N-ICEEMGenderrecognitionv4.pdf,
Figure 6: The proposed basic network architecture for gender classification.,9,-1,0,572,76,10,0,0,0,3,8N-ICEEMGenderrecognitionv4.pdf,
Figure 7: The proposed basic network architecture for face recognition.,9,-1,0,742,71,10,0,0,0,3,8N-ICEEMGenderrecognitionv4.pdf,
3,10,0,0,793,1,1,0,0,0,3,8N-ICEEMGenderrecognitionv4.pdf,
using the same datasets. The proposed CNN model for,10,0,0,53,51,9,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
V.  P E M,10,0,0,61,9,4,1,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
ERFORMANCE VALUATION ETRICS,8,-2,0,63,27,3,1,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
facial gender classifier shows excellent performance on,10,0,0,64,55,7,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
The results will be measured using the confusion matrix. color face datasets such as Faces94 and Ferret and on,10,0,0,76,110,19,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
greyscale face datasets such as Sheffield and AT&T with a,10,0,0,87,57,10,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
"The confusion matrix gives a clear measure to the system,",10,0,0,88,57,10,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
"and it does not mislead by only the total accuracy measure, split ratio of training/testing sets of 50/50. Figures 8-11",10,0,0,99,119,20,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
"show the details of the results in Table 2. For example,",10,0,0,110,56,11,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
especially when the number of classes is unbalanced (see,10,0,0,111,56,9,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
Table 1). The performance will be measured using the Figure 10 shows the results of the Sheffield dataset. 85 of,10,0,0,122,112,20,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
"86 female samples are predicted correctly, while one",10,0,0,133,52,8,0,1,0,4,8N-ICEEMGenderrecognitionv4.pdf,
receiver operating characteristic curve (ROC) and the area,10,0,0,134,58,8,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
"under the curve (AUC). ROC is a probability curve, and sample is classified as male. On the other hand, 420",10,0,0,145,107,20,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
samples of males were classified correctly. The true female,10,0,0,156,59,9,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
AUC represents the degree or measure of separability. It,10,0,0,157,56,9,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
shows how much the model is capable of distinguishing rate (sensitivity of female detection) equals (85/86) about,10,0,0,168,113,17,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
98.8%. The true male rate (sensitivity of male detection) is,10,0,0,179,60,10,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
between classes. Our models deal with greyscale and color,10,0,0,180,57,9,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
images. The main contributions of this research are as equal to (420/420) to 100%. The female predictive value is,10,0,0,191,113,19,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
equal to 100%. The male predictive value is equal to,10,0,0,202,52,10,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
follows: Efficient and effective CNN models for face-based,10,0,0,203,58,8,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
gender classification and also for face recognition are 99.8%.,10,0,0,214,62,9,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
proposed. The proposed CNN model has a reduced design,10,0,0,226,53,9,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
T 2: R,9,-1,0,231,6,3,1,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
ABLE  ESULTS OF FACIAL GENDER CLASSIFIER WITH A,7,-3,0,234,47,8,1,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
complexity compared with pre-trained CNN models (Alex-,10,0,0,237,54,7,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
COMPARISON WITH THE BEST AVAILABLE RESULTS IN THE,7,-3,0,244,49,8,1,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
"Net, Google-Net, Res50-Net, etc.). Our models have a",10,0,0,249,52,8,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
.,9,-1,0,252,1,1,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
LITERATURE USING THE SAME DATASETS,7,-3,0,254,34,5,1,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
"small number of layers, neurons, trainable parameters, and",10,0,0,260,58,8,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
Input,9,-1,0,263,5,1,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
connections.,10,0,0,272,12,1,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
Dataset Method image Accuracy AUC,9,-1,0,273,33,5,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
size,9,-1,0,284,4,1,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
T 1: C M,9,-1,0,295,8,4,1,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
ABLE  ONFUSION ATRIX,7,-3,0,297,20,3,1,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
Sheffield Proposed 32 × 32 99.8% 0.9896,9,-1,0,299,39,7,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
Positive Positive,9,-1,0,306,17,2,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
Proposed 32 × 32 99.53% 0.9674,9,-1,0,314,30,6,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
Female (PF) Male (PM),9,-1,0,316,21,4,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
AT&T Liew et al. NA,9,-1,0,325,19,5,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
Number of Number of,9,-1,0,327,19,4,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
99.38% NA,9,-1,0,330,9,2,1,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
True Female,9,-1,0,332,11,2,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
(2016) [16],9,-1,0,335,11,2,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
True False,9,-1,0,337,10,2,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
"Female rate % (TFR),",9,-1,0,343,20,4,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
Proposed 32 × 32 99.80% 0.9951,9,-1,0,346,30,6,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
Classification Classification,9,-1,0,348,29,2,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
(F) selectivity of,9,-1,0,353,18,3,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
Faces94 Mahesh and 112 ×,9,-1,0,357,24,5,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
of Female of Female,9,-1,0,358,19,4,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
female = TF/F,9,-1,0,363,13,3,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
Raj (2018) 92 100 .0%,9,-1,0,367,21,5,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
( ) ( ),9,-1,0,368,7,4,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
TF FF,9,-1,1,369,5,2,1,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
[25],9,-1,0,378,4,1,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
Number of Number of,9,-1,0,379,19,4,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
True Male rate,9,-1,0,384,14,3,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
100 ×,9,-1,0,388,5,2,0,1,0,4,8N-ICEEMGenderrecognitionv4.pdf,
False True,9,-1,0,390,10,2,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
Proposed 99.13% 0.9438,9,-1,0,394,22,3,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
"Male % (TMR),",9,-1,0,395,13,3,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
100,9,-1,0,399,3,1,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
Classification Classification,9,-1,0,400,29,2,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
Ferret,9,-1,0,404,6,1,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
(M) sensitivity of,9,-1,0,405,18,3,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
of Male of Male Duffner NA,9,-1,0,410,26,6,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
male = TM/M 94.70% NA,9,-1,0,415,21,5,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
(2009) [5],9,-1,0,420,10,2,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
( FM ) ( TM ),9,-1,0,421,13,6,1,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
Female Male  Ferret &,9,-1,0,431,21,4,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
Proposed 99.84% 0.9955,9,-1,0,436,22,3,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
Faces94,9,-1,0,441,7,1,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
predictive predictive,9,-1,0,442,21,2,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
value value %,9,-1,0,452,13,3,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
% (MPV) =,9,-1,0,463,9,3,1,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
(FPV)=TF/PF TM/PM,9,-1,0,473,17,2,1,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
Accuracy (ACC) % = ( TM + TF ) / ( FM + FF + TM + TF ),9,-1,0,484,54,19,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
VI.  R D,10,0,0,514,8,3,1,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
ESULTS AND ISCUSSIONS,8,-2,0,516,21,3,1,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
"As explained in section 3, the datasets under processing",10,0,0,530,56,9,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
contain images of different sizes. Some datasets contain,10,0,0,541,56,8,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
"color images, while other datasets contain greyscale",10,0,0,553,52,7,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
images. Our model expects the input images to be in color,10,0,0,564,57,11,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
and of a size 100×100 pixels for the Ferret and Kaggle,10,0,0,576,54,11,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
"datasets and of a size 32×32 pixels for the Faces94,",10,0,0,587,52,10,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
"Sheffield, and AT&T datasets. The training and test images",10,0,0,599,58,9,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
are automatically resized and converted to RGB before they,10,0,0,610,58,9,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
are input into the network. We create augmented image,10,0,0,622,53,9,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
"datastores before training, determine the desired image",10,0,0,633,55,7,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
"size, and use these datastores as input arguments to CNN.",10,0,0,645,57,10,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
We decided to use a split ratio of testing and training,10,0,0,656,55,11,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
samples of 50/50. 50% of the number of dataset samples,10,0,0,667,54,10,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
under processing is used for training and the other 50% is,10,0,0,679,58,11,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
for testing.,10,0,0,691,12,2,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
A. Results of Facial Gender Classifier Model,10,0,0,709,44,7,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
Table 2 shows the results of the facial gender classifier on,10,0,0,723,60,11,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
Figure 8: The Confusion Matrix and ROC curve of Gender,9,-1,0,724,54,10,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
four datasets and the result of the facial gender classifier on,10,0,0,734,63,11,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
classifier on color Faces94 Dataset.,9,-1,0,735,36,5,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
a combination of Ferret and Faces94 datasets. It also shows,10,0,0,745,59,10,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
a comparison with the best available results in the literature,10,0,0,757,62,10,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
4,10,0,0,793,1,1,0,0,0,4,8N-ICEEMGenderrecognitionv4.pdf,
Figure 9: The Confusion Matrix and ROC curve of Gender,9,-1,0,318,54,10,0,0,0,5,8N-ICEEMGenderrecognitionv4.pdf,
Figure 11: The Confusion Matrix and ROC curve of Gender,9,-1,0,327,55,10,0,0,0,5,8N-ICEEMGenderrecognitionv4.pdf,
classifier on color Ferret Dataset.,9,-1,0,328,35,5,0,0,0,5,8N-ICEEMGenderrecognitionv4.pdf,
classifier on the AT&T dataset using split ratio 50/50.,9,-1,1,338,55,9,0,0,0,5,8N-ICEEMGenderrecognitionv4.pdf,
We also noticed that increasing the number of training,10,0,0,354,54,9,0,0,0,5,8N-ICEEMGenderrecognitionv4.pdf,
samples to 70% of the dataset (split ratio 70/30) will,10,0,0,365,54,10,0,0,0,5,8N-ICEEMGenderrecognitionv4.pdf,
increase the accuracy to 100% (see Figure 11 and Figure,10,0,0,377,55,10,0,0,0,5,8N-ICEEMGenderrecognitionv4.pdf,
12).,10,0,0,388,4,1,0,0,0,5,8N-ICEEMGenderrecognitionv4.pdf,
Figure 10: The Confusion Matrix and ROC curve of Gender,9,-1,0,638,55,10,0,0,0,5,8N-ICEEMGenderrecognitionv4.pdf,
classifier on Sheffield Dataset.,9,-1,0,648,32,4,0,0,0,5,8N-ICEEMGenderrecognitionv4.pdf,
Figure 12: The Confusion Matrix and ROC curve of gender,9,-1,0,688,55,10,0,0,0,5,8N-ICEEMGenderrecognitionv4.pdf,
classifier using a splitting ratio 70/30 of AT&T dataset for,9,-1,0,698,60,10,0,0,0,5,8N-ICEEMGenderrecognitionv4.pdf,
training.,9,-1,0,708,9,1,0,0,0,5,8N-ICEEMGenderrecognitionv4.pdf,
"For more evaluation of the proposed model, we combined",10,0,0,719,54,9,0,0,0,5,8N-ICEEMGenderrecognitionv4.pdf,
"two datasets, Ferret and faces94 (3775 images), and the",10,0,0,730,55,9,0,0,0,5,8N-ICEEMGenderrecognitionv4.pdf,
results confirmed the robustness of the model (see Figure,10,0,0,742,57,9,0,0,0,5,8N-ICEEMGenderrecognitionv4.pdf,
13-14). The CNN training converges within less than 4,10,0,0,753,53,9,0,0,0,5,8N-ICEEMGenderrecognitionv4.pdf,
5,10,0,0,793,1,1,0,0,0,5,8N-ICEEMGenderrecognitionv4.pdf,
"epochs. Its accuracy reached 100%. The input image size model, we trained the model using one dataset (faces94)",10,0,0,53,111,18,0,0,0,6,8N-ICEEMGenderrecognitionv4.pdf,
affects the performance of the proposed CNN. We noticed and tested the model using a different dataset (ferret). The,10,0,0,64,116,19,0,0,0,6,8N-ICEEMGenderrecognitionv4.pdf,
that reducing the size of the image will reduce the confusion matrix shows 100% classification accuracy of,10,0,0,76,106,17,0,0,0,6,8N-ICEEMGenderrecognitionv4.pdf,
classification accuracy in the case of the color ferret (697) images from the ferret dataset on the gender classifier,10,0,0,87,117,19,0,0,0,6,8N-ICEEMGenderrecognitionv4.pdf,
"dataset, while in the case of color faces94 it keeps its CNN model, which was trained on the faces94 dataset (see",10,0,0,99,113,21,0,0,0,6,8N-ICEEMGenderrecognitionv4.pdf,
"performance down to a size of 32×32 pixels, which is the Figure 16).",10,0,0,110,68,13,0,0,0,6,8N-ICEEMGenderrecognitionv4.pdf,
smallest size not affecting performance (see Figure 15). For,10,0,0,122,60,9,0,0,0,6,8N-ICEEMGenderrecognitionv4.pdf,
more evaluation of the proposed facial gender classifier,10,0,0,133,56,8,0,0,0,6,8N-ICEEMGenderrecognitionv4.pdf,
Figure 13: The training and validation progress of gender classifier on the combination of Ferret /Faces94 datasets.,9,-1,0,354,116,17,0,0,0,6,8N-ICEEMGenderrecognitionv4.pdf,
Figure 14: The confusion matrix and ROC curve of gender,9,-1,0,631,55,10,0,0,0,6,8N-ICEEMGenderrecognitionv4.pdf,
classifier model on a combination of Ferret /Faces94 datasets,9,-1,0,641,61,9,0,0,0,6,8N-ICEEMGenderrecognitionv4.pdf,
Figure 15: The Confusion Matrix and ROC curve of Gender,9,-1,0,645,55,10,0,0,0,6,8N-ICEEMGenderrecognitionv4.pdf,
(3775 images resized to 100×100) and the model trained with,9,-1,0,652,59,10,0,0,0,6,8N-ICEEMGenderrecognitionv4.pdf,
classifier on Faces94 Datasets using 32x32 image size and a split,9,-1,0,656,65,11,0,0,0,6,8N-ICEEMGenderrecognitionv4.pdf,
splitting ratio 50/50.,9,-1,0,662,22,3,0,0,0,6,8N-ICEEMGenderrecognitionv4.pdf,
ratio 50/50.,9,-1,0,666,12,2,0,0,0,6,8N-ICEEMGenderrecognitionv4.pdf,
6,10,0,0,793,1,1,0,0,0,6,8N-ICEEMGenderrecognitionv4.pdf,
environments and the faces were not cropped. The results,10,0,0,53,56,9,0,0,0,7,8N-ICEEMGenderrecognitionv4.pdf,
of testing the binary CNN classifier model on the Kaggle,10,0,0,64,56,10,0,0,0,7,8N-ICEEMGenderrecognitionv4.pdf,
Celeb Face dataset were encouraging (see Table 3 and,10,0,0,76,52,9,0,0,0,7,8N-ICEEMGenderrecognitionv4.pdf,
Figure 17). Its results confirmed the robustness of the,10,0,0,87,55,9,0,0,0,7,8N-ICEEMGenderrecognitionv4.pdf,
model.,10,0,0,99,6,1,0,0,0,7,8N-ICEEMGenderrecognitionv4.pdf,
Table 3: Testing the model using the Kaggle Celeb Face dataset.,9,-1,0,110,63,11,0,0,0,7,8N-ICEEMGenderrecognitionv4.pdf,
Input,8,-2,0,121,5,1,0,0,0,7,8N-ICEEMGenderrecognitionv4.pdf,
Dataset Method Accuracy AUC,8,-2,0,126,27,4,0,0,0,7,8N-ICEEMGenderrecognitionv4.pdf,
image,8,-2,0,131,5,1,0,0,0,7,8N-ICEEMGenderrecognitionv4.pdf,
Proposed 100 ×,8,-2,0,140,14,3,0,0,0,7,8N-ICEEMGenderrecognitionv4.pdf,
96.11% 0.96109,8,-2,0,145,14,2,0,0,0,7,8N-ICEEMGenderrecognitionv4.pdf,
168550 images 150,8,-2,0,149,17,3,0,1,0,7,8N-ICEEMGenderrecognitionv4.pdf,
Figure 16: Confusion matrix of results of testing the gender,9,-1,0,155,60,10,0,0,0,7,8N-ICEEMGenderrecognitionv4.pdf,
ELKarazle et al (2022),8,-2,0,159,22,4,0,0,0,7,8N-ICEEMGenderrecognitionv4.pdf,
classifier model with Ferret dataset on the proposed model,9,-1,0,166,58,9,0,0,0,7,8N-ICEEMGenderrecognitionv4.pdf,
Kaggle [30] only 11649 64 × 64 94.87% NA,8,-2,0,168,40,9,0,0,0,7,8N-ICEEMGenderrecognitionv4.pdf,
which trained on 90% of Faces94 dataset.,9,-1,0,176,40,7,0,0,0,7,8N-ICEEMGenderrecognitionv4.pdf,
images,8,-2,0,178,6,1,0,0,0,7,8N-ICEEMGenderrecognitionv4.pdf,
Tilki et al. (2021) [17],8,-2,0,187,24,5,0,0,0,7,8N-ICEEMGenderrecognitionv4.pdf,
The Kaggle Celeb face dataset is the most difficult dataset NA 92.4% NA,10,0,0,192,71,13,0,0,0,7,8N-ICEEMGenderrecognitionv4.pdf,
only 5000 images,8,-2,0,197,16,3,0,0,0,7,8N-ICEEMGenderrecognitionv4.pdf,
because the images were taken in unconstrained,10,0,0,204,46,7,0,0,0,7,8N-ICEEMGenderrecognitionv4.pdf,
(a)Training/Validation progress.,9,-1,0,437,32,2,0,0,0,7,8N-ICEEMGenderrecognitionv4.pdf,
(b) Confusion Matrix   (c) ROC curve,9,-1,0,622,36,6,0,0,0,7,8N-ICEEMGenderrecognitionv4.pdf,
Figure 17: Gender classifier on CELEB Dataset (168550 images),9,-1,0,632,61,9,0,0,0,7,8N-ICEEMGenderrecognitionv4.pdf,
validation progress of the face recognition model on the,10,0,0,654,56,9,0,0,0,7,8N-ICEEMGenderrecognitionv4.pdf,
B. Results o f Faces Recognition Model,10,0,0,655,38,7,0,0,0,7,8N-ICEEMGenderrecognitionv4.pdf,
The faces recognition model shown in figure 7 is evaluated color Faces94 dataset is shown in Figure 18. The CNN,10,0,0,666,111,20,0,0,0,7,8N-ICEEMGenderrecognitionv4.pdf,
using the colored Faces94 dataset. The mentioned dataset training converges within less than 40 iterations. 152,10,0,0,677,111,16,0,0,0,7,8N-ICEEMGenderrecognitionv4.pdf,
